state,county,inperson,total_votes,inperson_pct,pre_covid_cases,post_covid_cases,pre_week_diff,num_prec_pc,pop_2018,med_age,medIncome_2018,pctPovty_2018,unplmtRate_2018,noins_u65_2018,pctUrban_2010,pct_vet,avg_householdsize,pct_snap,pctno_hs,pctcollege,popDens,pct_black,pct_hisp,pct_asian,pct65plus,pct4064,pct1840,pctTrump_2016,inperson_1000,turnout,pre_election_rate,post_election_rate,state_pre_rate,state_post_rate,state_inperson_rate,FIPS,temp_oct,temp_nov
Arkansas,Calhoun,773,884,0.874434389140271,13,40,-1,379.003221527383,5277,43.4,44969,15.7,3.9,82,0,0.0699260943718022,2.3,0.101004358537048,17.3,12.1,8.5,0.212241804055334,0.0407428463141937,0.00284252416145537,0.174909986734887,0.343755921925336,0.220390373318173,0.690666666667,0.773,0.146484745120334,246.352093992799,758.006443054766,438.047995487462,753.062968155085,0.089176378854114,05013,60.9,56
Pennsylvania,Butler,80374,113305,0.709359692864393,429,1549,49,47.3686451503023,187888,41.5,67161,8.7,3.9,46,58,0.0717661585625479,2.45,0.0830015754066252,5.4,35.4,233.2,0.0124010048539555,0.0155518181044026,0.0146576683981947,0.148242570041727,0.353300902665418,0.244794771353147,0.66706510046,80.374,0.427776121944988,228.327514263817,824.427318402452,206.1441111387,716.12063970966,0.335690470724741,42019,51.8,45.1
Indiana,Fayette,4750,10243,0.463731328712291,348,346,30,121.490866490216,23047,40.8,47737,14.5,4.6,97,63.2,0.076626025079186,2.46,0.142751768126003,17.4,11.6,112.9,0.0137978912656745,0.0134507745042739,0.00373150518505662,0.175467522888011,0.33518462272747,0.240768863626502,0.717628541448,4.75,0.206100577081616,1509.95791209268,1501.27999305766,485.020796852543,1230.98478483917,0.179473086628298,18041,53.3,46.5
Georgia,Hancock,911,2385,0.381970649895178,4,52,-4,119.789171058936,8348,43,31716,30.7,6,137,38.4,0.0711547676090081,2.38,0.227120268327743,28.5,8.8,20,0.708433157642549,0.0239578342117873,0.0100622903689506,0.175850503114518,0.287374221370388,0.187350263536176,0.235442329227,0.911,0.109127934834691,47.9156684235745,622.903689506469,231.494442450788,416.646267993412,0.0937936541509914,13141,67.5,59.4
Georgia,Colquitt,5441,8025,0.678006230529595,146,4,-14,41.673977890858,45592,34.8,38633,23.9,3.8,238,41.1,0.053452360063169,2.73,0.233220740480786,26.2,12.5,83.6,0.229470082470609,0.196657308299702,0.00916827513598877,0.128597122302158,0.298210212317951,0.269652570626426,0.727781047675,5.441,0.119341112475873,320.231619582383,8.77346902965433,231.494442450788,416.646267993412,0.0937936541509914,13071,70.5,63
Ohio,Lawrence,13905,28473,0.488357391212728,211,547,39,140.313366518558,59866,40.1,43031,18.8,5.6,77,54.1,0.0735977015334247,2.47,0.191728192964287,13.5,14.3,137.8,0.0211138208666021,0.0102562389336184,0.00471052016169445,0.162312497912003,0.335532689673604,0.254785688036615,0.702917260781,13.905,0.232268733504827,352.453813516854,913.707279591087,297.627551426321,989.773506725129,0.210595766675604,39087,56.7,48.1
Oklahoma,Ottawa,8686,9693,0.896110595274941,158,250,-20,51.3231756214916,31175,38.9,38194,20.6,3.5,195,50.7,0.0753167602245389,2.5,0.221716118684844,15.1,14.1,67.6,0.0096551724137931,0.0579951884522855,0.00647955092221331,0.173793103448276,0.295910184442662,0.254562951082598,0.713737600599,8.686,0.278620689655172,506.816359262229,801.924619085806,410.821086770009,1037.46336302164,0.28217263717009,40115,56.7,52.9
Indiana,Washington,7002,12233,0.572386168560451,83,267,5,71.5742762051319,27943,39.2,44534,13.4,3.5,104,23.2,0.0761550298822603,2.58,0.0963031886340049,15.4,13.2,55,0.0049386250581541,0.0136348996170776,0.00289875818630784,0.13695737751852,0.343270228679812,0.253444512042372,0.724080120004,7.002,0.250581540994167,297.033246251297,955.51658733851,485.020796852543,1230.98478483917,0.179473086628298,18175,55.1,48.3
Indiana,Clay,5735,12387,0.462985387906676,108,489,12,91.7080626671762,26170,39.9,52699,13.8,3.9,79,39.1,0.077111196025984,2.54,0.108215513947268,8.4,16.8,75.2,0.00680168131448223,0.0142529614061903,0.00366832250668705,0.154795567443638,0.333435231180741,0.254719144058082,0.75743849365,5.735,0.219144058081773,412.686282002293,1868.55177684371,485.020796852543,1230.98478483917,0.179473086628298,18021,54.3,47.7
Oklahoma,Jefferson,1856,1952,0.950819672131147,19,95,-3,163.318634656214,6123,42.4,37338,24.7,3.4,205,0,0.0641842234198922,2.4,0.233872284827699,17.1,13.9,8.5,0.0130654907724971,0.107463661603789,0.00604278948227993,0.202351788339049,0.302466111383309,0.228809407153356,0.81236673774,1.856,0.303119385921934,310.305405846807,1551.52702923404,410.821086770009,1037.46336302164,0.28217263717009,40067,60.8,56.5
Georgia,Wilcox,1036,1593,0.650345260514752,9,39,7,68.0889695869269,8812,39.7,35961,30.8,5.2,171,0,0.0542442124375851,2.5,0.200181570585565,17.7,11.4,24.5,0.341579664094417,0.0484566500226963,0.00748978665456196,0.149909214707217,0.231162051747617,0.190422151611439,0.70501177262,1.036,0.117566954153427,102.13345438039,442.578302315025,231.494442450788,416.646267993412,0.0937936541509914,13315,71.1,62.2
Arizona,Coconino,12528,73968,0.169370538611291,658,1137,94,49.7010934240553,142854,31,60187,15.9,5.5,131,68.5,0.0555812227869013,2.69,0.129180841978524,10.4,35.6,7.2,0.0125092752040545,0.142726139975079,0.0205874529239643,0.0834698363363994,0.266215856748848,0.326774189032159,0.368870885174,12.528,0.0876979293544458,460.610133422935,795.917510185224,203.364567829241,690.681650242416,0.0575562427939962,04005,58.8,45.1
Pennsylvania,Berks,140361,205540,0.682888975381921,1379,2438,187,48.0778384965441,420152,39.1,62519,11.4,4.2,75,76.3,0.0618942668367638,2.59,0.145892438926865,13.5,24.5,480.4,0.0422370951465184,0.219370608732078,0.0160465736209753,0.141753460652335,0.324182676745559,0.262902473390582,0.529141609922,140.361,0.334071954911556,328.214550924427,580.266189379082,206.1441111387,716.12063970966,0.335690470724741,42011,55.5,47.1
Alabama,Conecuh,5991,6472,0.925679851668727,23,41,3,211.778121690967,12277,43,32613,24.4,5.2,125,19.1,0.0740408894681111,2.34,0.265781542722163,19.2,10.7,15.6,0.456626211615215,0.0215036246640059,0.00211778121690967,0.192392278243871,0.327360104259998,0.234503543210882,0.521626165368,5.991,0.487985664250224,187.342184572778,333.957807281909,411.672075633747,619.738123203333,0.413973895792258,01035,69.6,61.4
Iowa,Cherokee,2506,6518,0.384473764958576,80,251,10,61.8319936401378,11321,47,56312,9.4,2.2,60,38.6,0.0787032947619468,2.25,0.0810882430880664,7.4,21.4,20.9,0.0105997703383093,0.0395724759296882,0.00591820510555605,0.230015016341313,0.309513293878633,0.220386891617348,0.677012609117,2.506,0.221358537231693,706.651355887289,2217.11862909637,641.196273914113,1284.23641455756,0.223692212378581,19035,44,39.9
Iowa,Clinton,8733,24687,0.353748936687325,265,661,61,55.8923427490434,46518,41.4,51317,12.5,3.2,52,67.8,0.0826991702136807,2.39,0.158798744571994,8.9,19.1,70.7,0.0287415624059504,0.0312567178296573,0.0065136076357539,0.177716152887054,0.329635839889935,0.244829958295713,0.49450501143,8.733,0.187733780472075,569.671954942173,1420.95532911991,641.196273914113,1284.23641455756,0.223692212378581,19045,48.8,44.7
Louisiana,Grant,6379,9392,0.679195059625213,31,188,-9,151.232096788542,22482,36.8,43502,20,5.9,85,14.4,0.0677430833555733,2.58,0.174717551819233,18.3,8.4,34.7,0.152255137443288,0.052175073392047,0.00515968330219731,0.119651276576817,0.27470865581354,0.238546392669691,0.83977775258,6.379,0.283738101592385,137.888088248376,836.224535183703,162.082310259834,585.753838322842,0.250873072791331,22043,66.6,59.7
Florida,Madison,7390,9440,0.782838983050847,30,87,-8,5.39694532894382,18529,40.2,38249,22.8,3.9,153,20,0.0668681526256139,2.48,0.199740946624211,19.3,13.8,27.6,0.372928922230018,0.0561282314210157,0.00491122024933887,0.164336985266339,0.295212909493227,0.216849263316963,0.570269316712,7.39,0.398834259808948,161.908359868315,469.534243618112,243.862188120985,510.814309843152,0.295232266750237,12079,73.4,65.7
Georgia,Randolph,732,1412,0.518413597733711,4,5,2,87.8091614225084,6833,42.8,28298,30.8,5.9,164,49.4,0.0581003951412264,2.33,0.325771988877506,24.2,11.7,18,0.610566369091175,0.0234157763793356,0.0052685496853505,0.201375676862286,0.303234304112396,0.215864188497,0.438687392055,0.732,0.10712717693546,58.5394409483389,73.1743011854237,231.494442450788,416.646267993412,0.0937936541509914,13243,69.4,61.8
Georgia,Douglas,11146,30805,0.361824379159227,315,664,41,17.2021110430672,145331,35,60512,12.6,4.1,149,84.2,0.0665240038257495,2.81,0.150759301181441,12,27.1,661.8,0.469541942187145,0.0999649076934721,0.0171470642877294,0.0773682146272991,0.337780652441668,0.284116946831715,0.43237165519,11.146,0.0766938918744108,216.746599142647,456.888069303865,231.494442450788,416.646267993412,0.0937936541509914,13097,65,56.7
Ohio,Fairfield,28324,84061,0.336945789367245,526,1648,106,68.685727490981,155782,38.2,67654,9.3,4,64,65.3,0.0672221437650049,2.64,0.0985222939749137,7.6,27.2,289.8,0.0808694200870447,0.0228267707437316,0.0173319125444531,0.116027525644811,0.333831893286773,0.258046500879434,0.611876612515,28.324,0.181818181818182,337.651333273421,1057.88858789847,297.627551426321,989.773506725129,0.210595766675604,39045,54.2,46.4
Oklahoma,Cherokee,12979,15328,0.846751043841336,138,503,-14,49.306625577812,48675,34.5,42913,21,4.2,228,40,0.0718233179250128,2.52,0.166676938880329,14.8,25,62.7,0.0129429892141757,0.0727272727272727,0.00848484848484849,0.130210580380072,0.279794555726759,0.305208012326656,0.606053254079,12.979,0.266646122239343,283.513097072419,1033.38469440164,410.821086770009,1037.46336302164,0.28217263717009,40021,57.8,53.6
Oklahoma,Alfalfa,1730,1864,0.928111587982833,25,214,-1,139.033715676051,5754,46,52952,15.2,2.2,187,0,0.0679527285366701,2.27,0.0662148070907195,13.2,20.2,6.5,0.043274244004171,0.0557872784150156,0.00382342718109141,0.198470629127563,0.24191866527633,0.196906499826208,0.855939716312,1.73,0.300660410149461,434.480361487661,3719.15189433438,410.821086770009,1037.46336302164,0.28217263717009,40003,56.5,51.4
Indiana,Clark,29632,58298,0.508285018353974,504,1170,12,61.3496932515337,117360,37.9,56774,11.2,3.4,88,79.5,0.0776329243353783,2.46,0.0735514655760054,10.8,20.9,295.6,0.0786468984321745,0.055453306066803,0.0113752556237219,0.119759713701431,0.331032719836401,0.284040558963872,0.587273011897,29.632,0.252488070892979,429.447852760736,996.932515337423,485.020796852543,1230.98478483917,0.179473086628298,18019,56.5,49.2
Florida,Gulf,6097,8209,0.7427214033378,21,40,-5,61.8658747834694,16164,42.7,45426,20.3,4.4,127,22.9,0.102326156891858,2.33,0.125154664686959,15.1,17.7,28.1,0.168275179411037,0.0462138084632517,0.00476367235832715,0.160047018064835,0.283036377134373,0.171739668398911,0.730869624948,6.097,0.377196238554813,129.918337045286,247.463499133878,243.862188120985,510.814309843152,0.295232266750237,12045,74.2,67.8
California,Marin,12340,158103,0.0780503848756823,149,399,-1,43.1323315335855,259666,44.5,122933,6.6,2.4,48,93.5,0.0402170480540386,2.36,0.0360617100429013,6.8,58.8,485.1,0.0251438386234624,0.161153173692359,0.064879499048778,0.162485654648664,0.361953432486348,0.198073679264902,0.159458254882,12.34,0.0475225867075397,57.3814053437878,153.658931088398,146.156018965535,473.459473971519,0.061200232035798,06041,66.1,53.6
Indiana,Benton,2451,4166,0.588334133461354,20,145,-4,173.350283138796,8653,40.1,51649,11.5,3.2,103,0,0.0612504333757078,2.52,0.118918294233214,10.5,16.9,21.8,0.00716514503640356,0.0518895180862129,0.00323587195192419,0.161100196463654,0.328325436264879,0.242921530105166,0.705801860974,2.451,0.283254362648792,231.133710851728,1675.71940367503,485.020796852543,1230.98478483917,0.179473086628298,18007,51.1,45
Arkansas,Chicot,1216,1781,0.682762492981471,27,90,-5,124.544931979306,10438,41.8,31787,31.4,6.9,91,45.7,0.0657214025675417,2.42,0.262502395094846,19.3,14.7,18.3,0.534106150603564,0.0578654914734624,0.00747269591875838,0.205882352941176,0.303123203678866,0.206073960528837,0.413593637021,1.216,0.116497413297567,258.670243341636,862.234144472121,438.047995487462,753.062968155085,0.089176378854114,05017,62.2,57.6
Iowa,Polk,117819,258755,0.455330331781028,2284,5599,490,36.3297509872661,487204,34.7,68479,9.9,2.5,58,95.1,0.0569597129744419,2.48,0.134890107634584,8.5,36.1,750.5,0.0687453304981076,0.0852681833482484,0.0507754451933892,0.0955349299266837,0.303628459536457,0.307189596144531,0.408987829437,117.819,0.241826832292017,468.797464717038,1149.21059761414,641.196273914113,1284.23641455756,0.223692212378581,19153,47.1,43.4
Arkansas,Fulton,1570,1913,0.820700470465238,72,105,-8,81.5062352269949,12269,47,35630,20.6,4,92,7.1,0.0881082402803814,2.32,0.156817996576738,15.4,11.8,19.8,0.0063574863477056,0.015323172222675,0.00326024940907979,0.22349009699242,0.322438666557992,0.207025837476567,0.731450252951,1.57,0.127964789306382,586.844893634363,855.815469883446,438.047995487462,753.062968155085,0.089176378854114,05049,56.1,51.4
Georgia,Jeff Davis,1684,2498,0.674139311449159,53,33,13,59.8842238339211,15029,36,37211,20.6,4.9,196,30.5,0.0500365959145652,2.63,0.209328631312795,22.3,10,45.6,0.145651739969393,0.122163816621199,0.00691995475414199,0.12469226162752,0.308403752744694,0.260496373677557,0.806052269601,1.684,0.112050036595915,352.651540355313,219.575487391044,231.494442450788,416.646267993412,0.0937936541509914,13161,71.4,63
Virginia,Culpeper,12102,27389,0.441856219650225,127,453,-17,30.8528895659384,51859,38.2,72111,8.7,2.8,125,38.1,0.0697082473630421,2.77,0.0854817871536281,14.8,24.7,123.1,0.140959139204381,0.112825160531441,0.0169690892612661,0.109874852966698,0.322836923195588,0.249194932412889,0.604020464527,12.102,0.233363543454367,244.894810929636,873.522435835631,182.15043171941701,389.75378873485,0.211268319971917,51047,58.3,51.3
Alabama,Crenshaw,6156,6645,0.926410835214447,38,43,-12,122.974537037037,13824,40.7,39057,19.5,4.1,128,0,0.0778356481481482,2.44,0.21361400462963,21.6,15.6,22.8,0.232204861111111,0.0231481481481481,0.0112123842592593,0.159866898148148,0.32689525462963,0.25267650462963,0.721529110685,6.156,0.4453125,274.884259259259,311.053240740741,411.672075633747,619.738123203333,0.413973895792258,01041,68.2,60.3
Alabama,Marion,12970,13855,0.936124142908697,82,152,12,63.8376507744515,29763,42.8,37887,20.2,4.1,131,11.1,0.0608137620535564,2.36,0.174142391559991,20.3,13.1,41.5,0.0378322077747539,0.0257366528911736,0.00325908006585358,0.189665020327252,0.326613580620233,0.240499949601855,0.873063816605,12.97,0.435775963444545,275.509861237106,510.701206195612,411.672075633747,619.738123203333,0.413973895792258,01093,62.8,54.6
Florida,St. Johns,120093,177664,0.67595573667147,664,1263,78,18.8782392895489,254261,42.2,81925,6.6,2.9,108,76.2,0.0820416815791647,2.49,0.0507431340237001,5.4,43.7,316.4,0.0522337283342707,0.0720283488226665,0.0318963584663004,0.117174871490319,0.349601393843334,0.227990136119971,0.649840166579,120.093,0.472321748124958,261.14897683876,496.733671306256,243.862188120985,510.814309843152,0.295232266750237,12109,76.5,69.9
Vermont,Windham,6375,26278,0.242598371261131,20,49,2,60.8101786883712,42756,44.9,54441,12,2.9,51,31.8,0.0703293105061278,2.23,0.145804097670502,6.6,38.6,56.7,0.0132612966601179,0.0244410141266723,0.0138460099167368,0.167625596407522,0.348559266535691,0.226026756478623,0.258238381164,6.375,0.149101880437833,46.7770605295163,114.603798297315,38.3203549742216,185.853721624975,0.144520428740905,50025,48.2,39.1
South Carolina,Aiken,40589,85185,0.476480601044785,362,669,8,49.5864841411798,169401,40,52633,15,3.3,126,63,0.0756902261497866,2.45,0.146091227324514,12.7,26.4,149.5,0.247891098635781,0.0585533733567098,0.0115347607156983,0.145329720603774,0.322501047809635,0.257902845910001,0.614941222099,40.589,0.239603072000756,213.694134036989,394.920927267253,262.404932056182,410.493286261338,0.233667451658859,45003,68.5,60.2
Ohio,Washington,11214,32343,0.346721083387441,115,571,37,83.1186102568365,60155,43,50904,15.9,5.6,83,43.4,0.0830022442024769,2.34,0.123098661790375,9.1,19.2,97.8,0.0117031003241626,0.0113041309949298,0.00761366469952622,0.179436455822459,0.333289003407863,0.240146288754052,0.686430739514,11.214,0.186418419084033,191.172803590724,949.214529133073,297.627551426321,989.773506725129,0.210595766675604,39167,55.4,47.9
Ohio,Perry,7290,16840,0.432897862232779,71,346,11,91.5827158438098,36033,38.6,51534,16.4,5.6,76,24.8,0.0688257985735298,2.63,0.179002580967447,14.3,12.3,88.4,0.00510643021674576,0.00876973885049815,0.00180390197874171,0.129270391030444,0.341159492687259,0.257708211916854,0.681231651533,7.29,0.202314545000416,197.041600754864,960.230899453279,297.627551426321,989.773506725129,0.210595766675604,39127,54,46.2
Pennsylvania,Wyoming,10838,14858,0.729438686229641,48,147,20,103.527323818679,27046,42.3,57599,11.8,4.5,60,16.5,0.0798639355172669,2.46,0.134807365229609,7.1,19.6,71.2,0.00854100421504104,0.0190416327737928,0.00484359979294535,0.167418472232493,0.345189676846854,0.235080973156844,0.674424222902,10.838,0.400724691266731,177.475412260593,543.518450048066,206.1441111387,716.12063970966,0.335690470724741,42131,51.4,43.7
North Carolina,Dare,5001,8913,0.561090541905082,55,114,-17,60.2723213062656,36501,43.6,64768,8.3,5.1,148,71,0.0968740582449796,2.36,0.0647105558751815,6.7,33,88.5,0.0241637215418756,0.07303909481932,0.00794498780855319,0.14155776554067,0.373688392098847,0.222514451658859,0.593560944816,5.001,0.137009944933016,150.680803265664,312.320210405194,290.833062072765,478.19546555055,0.0862412145282666,37055,67.4,59.3
Florida,Lake,143134,212505,0.67355591633138,579,1006,-29,29.1729196762928,356495,45.6,52447,11.5,3.5,153,80.7,0.0891260746995049,2.42,0.123398645142288,10.7,22.7,316.6,0.10338153410286301,0.160473498927054,0.0226146229259877,0.201475476514397,0.30940966913982,0.227512307325488,0.599700997069,143.134,0.401503527398701,162.414620120899,282.191896099525,243.862188120985,510.814309843152,0.295232266750237,12069,78.5,72.4
Indiana,Johnson,16629,78343,0.212258912729918,621,2021,89,86.413826212194,156225,36.8,69880,7.7,2.9,86,86.1,0.0650280044807169,2.63,0.0539030244839174,8,31.8,435.8,0.0226212193951032,0.0360825732117139,0.0350392062730037,0.109931188990238,0.316511441830693,0.285370459273484,0.686345860575,16.629,0.106442630820931,397.503600576092,1293.64698351736,485.020796852543,1230.98478483917,0.179473086628298,18081,53.5,46.8
Indiana,Vigo,9020,43928,0.205336004370789,626,1586,16,82.8785875253757,107386,36.1,48335,19.2,4.4,99,76.2,0.0664239286312927,2.38,0.125304974577692,11.9,24.5,267.4,0.0717225709124094,0.0272102508706908,0.0202167880356844,0.135129346469745,0.278499990687799,0.276590989514462,0.554070105386,9.02,0.0839960516268415,582.943772931295,1476.91505410389,485.020796852543,1230.98478483917,0.179473086628298,18167,54.4,47.8
Arkansas,Lonoke,4178,6047,0.690921117909707,335,444,61,74.670431866625,73657,35.3,56651,11.9,3.2,76,55.2,0.0904191047694041,2.68,0.0897131297772106,11.3,20.3,88.7,0.0623294459453956,0.0476125826465916,0.00935416864656448,0.103520371451457,0.316331102271339,0.293685596752515,0.743555256669,4.178,0.0567223753343199,454.810812278534,602.794031796028,438.047995487462,753.062968155085,0.089176378854114,05085,60.1,54.5
Florida,Martin,56012,99383,0.563597395932906,254,518,42,17.4008153524908,160912,49.7,61592,10.7,3.5,160,91.5,0.0896141990653276,2.23,0.0783720294322363,9.5,33,269.2,0.0522210897882072,0.139411603858009,0.0147534055881476,0.248409068310629,0.320193646216566,0.191843989261211,0.620263351256,56.012,0.348090881972755,157.850253554738,321.91508402108,243.862188120985,510.814309843152,0.295232266750237,12085,80.3,76.1
Virginia,Prince George,7172,17479,0.410320956576463,116,132,-14,28.8850375505488,38082,38,68133,8.9,3.6,87,46.6,0.131479439105089,2.7,0.0741820282548186,10,24,134.7,0.312326033296571,0.0846069008980621,0.022031405913555,0.0974738721705793,0.278110393361693,0.255501286697127,0.567348203222,7.172,0.188330444829578,304.60585053306,346.620450606586,182.15043171941701,389.75378873485,0.211268319971917,51149,63.1,54.6
Iowa,Fayette,4762,10186,0.467504417828392,93,231,27,127.161749745677,19660,43.2,50893,11.7,3,62,29.4,0.0721261444557477,2.33,0.127009155645982,7.9,19.8,28.6,0.0136826042726348,0.0247711088504578,0.0118514750762971,0.206256358087487,0.317039674465921,0.236063072227874,0.569754407419,4.762,0.242217700915565,473.041709053917,1174.97456765005,641.196273914113,1284.23641455756,0.223692212378581,19065,44.2,39.7
Alabama,Jefferson,277537,326374,0.850364918774167,2058,4924,142,26.2399514636736,659300,37.1,55013,16.1,3.7,111,90.2,0.0673532534506295,2.44,0.164030031851964,10.3,32.4,592.5,0.431260427726376,0.0398088882147732,0.0177096920976794,0.131113301986956,0.311037463976945,0.286221750341271,0.450220777564,277.537,0.420957075686334,312.149249203701,746.852722584559,411.672075633747,619.738123203333,0.413973895792258,01073,65.5,56.5
Virginia,Gloucester,10854,22407,0.484402195742402,25,92,-5,32.1293742804359,37349,42.6,70938,9.1,2.7,103,35.4,0.116174462502343,2.55,0.0857854293287638,10.9,22.8,169.2,0.0789847117727382,0.0379662106080484,0.0088623524056869,0.144849929047632,0.361187715869233,0.248386837666336,0.670303216554,10.854,0.290610190366543,66.9361964175748,246.325202816675,182.15043171941701,389.75378873485,0.211268319971917,51073,62.9,54.5
North Carolina,Burke,7676,12972,0.591736046870182,267,745,35,36.511694806488,90382,41.2,44946,14,3.6,136,57.3,0.068044522139364,2.45,0.139242327012016,19.1,16.6,179.3,0.0666836316965767,0.0624903188688013,0.0372308645526764,0.162344272089575,0.346440662963864,0.241419751720475,0.683909878314,7.676,0.0849284149498794,295.412803434312,824.27917063132,290.833062072765,478.19546555055,0.0862412145282666,37023,60.7,52.6
Pennsylvania,Carbon,24468,33629,0.727586309435309,71,430,15,79.4058573497127,64227,43.9,53901,11.9,5.1,62,52.8,0.090211281859654,2.42,0.134694131751444,10.4,16.8,171.1,0.0182010680866302,0.0507107602721597,0.00577638687779283,0.18129447117256,0.359334859171377,0.23269030158656,0.651578984019,24.468,0.38096127796721,110.545409251561,669.500365889735,206.1441111387,716.12063970966,0.335690470724741,42025,51.2,43
Iowa,Clarke,2104,4670,0.450535331905782,63,55,-13,74.2863207046588,9423,40.2,52541,11.2,2.8,64,51.9,0.0741801973893664,2.47,0.142523612437653,10.9,16.9,21.5,0.0110368247904065,0.142629735752945,0.00817149527751247,0.164385015387881,0.308500477554919,0.243765255226573,0.614301929625,2.104,0.223283455375146,668.576886341929,583.678234108034,641.196273914113,1284.23641455756,0.223692212378581,19039,48,44.6
South Carolina,Berkeley,47378,104458,0.45356028260162,400,435,-28,43.421034777535,221091,34.5,62204,12.8,3,120,71,0.102536964417367,2.66,0.100981044004505,11.2,23.8,161.8,0.238702615665043,0.068840432220217,0.0268260580484959,0.0804826971699436,0.312278654490685,0.297180798856579,0.560359355795,47.378,0.214291852676047,180.920978239729,196.751563835706,262.404932056182,410.493286261338,0.233667451658859,45015,70.3,62.6
Virginia,Bristol City,3107,7929,0.391852692647244,75,100,27,30.336124256765,16482,41.3,36903,20.5,3.7,104,100,0.0819075354932654,2.21,0.233284795534522,16.3,24.1,1370.6,0.0615823322412329,0.0260890668608179,0.00946487076811067,0.205132872224245,0.325081907535493,0.255733527484529,0.701119724376,3.107,0.188508676131537,455.041863851474,606.722485135299,182.15043171941701,389.75378873485,0.211268319971917,51520,59.3,50.3
Ohio,Crawford,7657,20860,0.367066155321189,218,486,34,84.2358604091456,41550,41.9,44715,14,5.2,75,64.7,0.0830084235860409,2.39,0.142141997593261,9.7,14.8,109,0.0100120336943442,0.0178339350180505,0.0059927797833935,0.1876293622142,0.329410348977136,0.239663056558363,0.709282429687,7.657,0.184283995186522,524.669073405536,1169.67509025271,297.627551426321,989.773506725129,0.210595766675604,39033,52.2,45.7
Iowa,Jasper,9260,20184,0.458779231074118,238,389,108,53.8401485988101,37147,41.6,60378,10.2,2.6,43,42.5,0.0702613939214472,2.38,0.106657334374243,6.3,17.9,50.4,0.0221013809998116,0.0245780278353568,0.00670309850055186,0.163916332409077,0.312568982690392,0.236008291382884,0.562207072859,9.26,0.249279888012491,640.697768325841,1047.19089024686,641.196273914113,1284.23641455756,0.223692212378581,19099,47.1,43.5
Oklahoma,Washita,3799,4119,0.922311240592377,45,163,-17,107.845780533837,11127,39,47484,17.8,3.1,190,24.7,0.0620113238069561,2.48,0.147748719331356,10.4,20.4,11.6,0.0094365057967107,0.102094005572032,0.00521254605913544,0.178574638267278,0.311135076840119,0.251370540127618,0.832108902334,3.799,0.341421766873371,404.421677001887,1464.90518558461,410.821086770009,1037.46336302164,0.28217263717009,40149,57.5,53.2
Georgia,Glascock,446,705,0.632624113475177,10,6,-6,133.55592654424,2995,39.3,42820,17.5,4.2,146,0,0.0604340567612688,2.58,0.153255425709516,22.6,9,21.4,0.0888146911519199,0.0193656093489149,0.00200333889816361,0.155258764607679,0.353255425709516,0.246744574290484,0.888489208633,0.446,0.148914858096828,333.889816360601,200.333889816361,231.494442450788,416.646267993412,0.0937936541509914,13125,67.9,60
Oklahoma,Delaware,13009,15037,0.865132672740573,177,315,-23,51.4824608616292,42733,45.2,40287,20.7,3.9,232,18.9,0.0894624763063674,2.41,0.165235298247256,16.1,17.6,56.2,0.00423560246179767,0.0373247841246812,0.0121685816582033,0.199751948143121,0.323614068752486,0.222708445463693,0.752295918367,13.009,0.304425151522243,414.19979875038,737.135235064236,410.821086770009,1037.46336302164,0.28217263717009,40041,56.5,52.8
Iowa,Warren,13507,31039,0.435162215277554,225,615,69,60.7176433719837,51056,38.3,78192,7.1,2.3,38,58,0.0631267627702914,2.58,0.0605217800062676,4.3,31.7,81.1,0.00857881541836415,0.0295166092134127,0.00683563146349107,0.120632246944531,0.318297555625196,0.257031494829207,0.548855699212,13.507,0.264552648072704,440.692572861172,1204.55969915387,641.196273914113,1284.23641455756,0.223692212378581,19181,47.6,44.4
California,Madera,6392,54392,0.117517281953228,258,776,-32,45.6644172712974,157672,33,53632,20.2,7,107,67.1,0.0479856918159217,3.28,0.173816530519052,28.1,14.5,70.6,0.0328339844740981,0.583102897153585,0.0249061342533868,0.109480440407935,0.266420163377137,0.270916840022325,0.560984152001,6.392,0.0405398548886296,163.630828555482,492.160941701761,146.156018965535,473.459473971519,0.061200232035798,06039,64,48.9
North Carolina,Avery,3389,4421,0.766568649626781,147,238,-53,131.391031133962,17505,42.3,41701,16.8,3.6,181,11.2,0.0618680377035133,2.31,0.113339045986861,17.7,20.6,72,0.0441588117680663,0.0519280205655527,0.00554127392173665,0.176920879748643,0.300199942873465,0.201542416452442,0.772456575682,3.389,0.193601828049129,839.760068551842,1359.61153956013,290.833062072765,478.19546555055,0.0862412145282666,37011,54.3,46.5
Virginia,Charlotte,3257,6217,0.523886118706772,28,28,8,67.0128999832468,11938,43.7,41382,19.3,3.7,148,0,0.0933154632266711,2.43,0.162757580834311,16.1,10.2,26.5,0.277768470430558,0.0206064667448484,0.00326687887418328,0.196934159825766,0.342268386664433,0.219802311945049,0.600656077348,3.257,0.272826269056793,234.545149941364,234.545149941364,182.15043171941701,389.75378873485,0.211268319971917,51037,60.5,52.5
Virginia,Isle of Wight,9984,23977,0.41639904908871,62,105,-4,40.5921034828025,36953,43.8,72993,9.2,3,90,42.6,0.103618109490434,2.55,0.086515303223013,12.5,28.2,111.8,0.229670121505696,0.0333125862582199,0.00952561361729765,0.13977214299245,0.357562308878846,0.243498498092171,0.58449294468,9.984,0.270181040781533,167.780694395584,284.144724379617,182.15043171941701,389.75378873485,0.211268319971917,51093,63.6,55.3
