long,lat,group,region,subregion,polyname
-81.47460174560547,35.44890213012695,1879,north carolina,cleveland,"north carolina,cleveland"
-81.4516830444336,35.420249938964844,1879,north carolina,cleveland,"north carolina,cleveland"
-78.24311828613281,34.41184616088867,1880,north carolina,columbus,"north carolina,columbus"
-78.208740234375,34.37173843383789,1880,north carolina,columbus,"north carolina,columbus"
-78.1858139038086,34.37173843383789,1880,north carolina,columbus,"north carolina,columbus"
-78.16863250732422,34.36600875854492,1880,north carolina,columbus,"north carolina,columbus"
-78.1342544555664,34.37173843383789,1880,north carolina,columbus,"north carolina,columbus"
-78.24884796142578,34.21131134033203,1880,north carolina,columbus,"north carolina,columbus"
-78.35770416259766,34.21131134033203,1880,north carolina,columbus,"north carolina,columbus"
-78.35197448730469,34.194122314453125,1880,north carolina,columbus,"north carolina,columbus"
-78.38063049316406,34.18266296386719,1880,north carolina,columbus,"north carolina,columbus"
-78.39208221435547,34.15401077270508,1880,north carolina,columbus,"north carolina,columbus"
-78.409271240234375,34.15401077270508,1880,north carolina,columbus,"north carolina,columbus"
-78.47802734375,34.17692947387695,1880,north carolina,columbus,"north carolina,columbus"
-78.50667572021484,34.17692947387695,1880,north carolina,columbus,"north carolina,columbus"
-78.52386474609375,34.15401077270508,1880,north carolina,columbus,"north carolina,columbus"
-78.52386474609375,34.13682556152344,1880,north carolina,columbus,"north carolina,columbus"
-78.53532409667969,34.07379913330078,1880,north carolina,columbus,"north carolina,columbus"
-78.58116149902344,34.0279655456543,1880,north carolina,columbus,"north carolina,columbus"
-78.60980987548828,34.02223587036133,1880,north carolina,columbus,"north carolina,columbus"
-78.62699890136719,33.99358367919922,1880,north carolina,columbus,"north carolina,columbus"
-78.6384506225586,33.94774627685547,1880,north carolina,columbus,"north carolina,columbus"
-79.05671691894531,34.302982330322266,1880,north carolina,columbus,"north carolina,columbus"
-79.03379821777344,34.3144416809082,1880,north carolina,columbus,"north carolina,columbus"
-79.01660919189453,34.33163070678711,1880,north carolina,columbus,"north carolina,columbus"
-79.01087951660156,34.34309005737305,1880,north carolina,columbus,"north carolina,columbus"
-79.0051498413086,34.34309005737305,1880,north carolina,columbus,"north carolina,columbus"
-78.98223114013672,34.36027908325195,1880,north carolina,columbus,"north carolina,columbus"
-78.98223114013672,34.37746810913086,1880,north carolina,columbus,"north carolina,columbus"
-78.97650146484375,34.3889274597168,1880,north carolina,columbus,"north carolina,columbus"
-78.96504974365234,34.3889274597168,1880,north carolina,columbus,"north carolina,columbus"
-78.94212341308594,34.40038299560547,1880,north carolina,columbus,"north carolina,columbus"
-78.94212341308594,34.42903518676758,1880,north carolina,columbus,"north carolina,columbus"
-78.92494201660156,34.440494537353516,1880,north carolina,columbus,"north carolina,columbus"
-78.87910461425781,34.44622039794922,1880,north carolina,columbus,"north carolina,columbus"
-78.86763763427734,34.45768356323242,1880,north carolina,columbus,"north carolina,columbus"
-78.8561782836914,34.4806022644043,1880,north carolina,columbus,"north carolina,columbus"
-78.8218002319336,34.45768356323242,1880,north carolina,columbus,"north carolina,columbus"
-78.661376953125,34.463409423828125,1880,north carolina,columbus,"north carolina,columbus"
-78.64991760253906,34.44622039794922,1880,north carolina,columbus,"north carolina,columbus"
-78.63272857666016,34.44622039794922,1880,north carolina,columbus,"north carolina,columbus"
-78.61553955078125,34.44622039794922,1880,north carolina,columbus,"north carolina,columbus"
-78.592620849609375,34.440494537353516,1880,north carolina,columbus,"north carolina,columbus"
-78.57543182373047,34.423301696777344,1880,north carolina,columbus,"north carolina,columbus"
-78.54105377197266,34.41757583618164,1880,north carolina,columbus,"north carolina,columbus"
-78.42646789550781,34.38319778442383,1880,north carolina,columbus,"north carolina,columbus"
-78.38636016845703,34.37173843383789,1880,north carolina,columbus,"north carolina,columbus"
-78.363433837890625,34.37173843383789,1880,north carolina,columbus,"north carolina,columbus"
-78.33479309082031,34.37173843383789,1880,north carolina,columbus,"north carolina,columbus"
-78.28895568847656,34.3889274597168,1880,north carolina,columbus,"north carolina,columbus"
-78.24311828613281,34.41184616088867,1880,north carolina,columbus,"north carolina,columbus"
-77.20033264160156,35.414520263671875,1881,north carolina,craven,"north carolina,craven"
-76.97688293457031,35.3113899230957,1881,north carolina,craven,"north carolina,craven"
-76.90239715576172,35.254093170166016,1881,north carolina,craven,"north carolina,craven"
-76.913848876953125,35.23117446899414,1881,north carolina,craven,"north carolina,craven"
-76.93104553222656,35.19679641723633,1881,north carolina,craven,"north carolina,craven"
-76.94823455810547,35.18533706665039,1881,north carolina,craven,"north carolina,craven"
-76.9425048828125,35.13377380371094,1881,north carolina,craven,"north carolina,craven"
-76.93104553222656,35.11658477783203,1881,north carolina,craven,"north carolina,craven"
-76.93104553222656,35.07074737548828,1881,north carolina,craven,"north carolina,craven"
-76.94823455810547,35.07647705078125,1881,north carolina,craven,"north carolina,craven"
-76.97688293457031,35.07647705078125,1881,north carolina,craven,"north carolina,craven"
-76.98261260986328,35.093666076660156,1881,north carolina,craven,"north carolina,craven"
-77.03417205810547,35.13377380371094,1881,north carolina,craven,"north carolina,craven"
-77.05709075927734,35.15669250488281,1881,north carolina,craven,"north carolina,craven"
-77.06855773925781,35.15669250488281,1881,north carolina,craven,"north carolina,craven"
-77.07427978515625,35.139503479003906,1881,north carolina,craven,"north carolina,craven"
-77.06855773925781,35.11658477783203,1881,north carolina,craven,"north carolina,craven"
-77.07427978515625,35.10512161254883,1881,north carolina,craven,"north carolina,craven"
-77.08573913574219,35.093666076660156,1881,north carolina,craven,"north carolina,craven"
-77.03990173339844,35.07074737548828,1881,north carolina,craven,"north carolina,craven"
-76.97115325927734,35.013450622558594,1881,north carolina,craven,"north carolina,craven"
-76.94823455810547,34.98480224609375,1881,north carolina,craven,"north carolina,craven"
-76.93104553222656,34.961883544921875,1881,north carolina,craven,"north carolina,craven"
-76.89093780517578,34.956153869628906,1881,north carolina,craven,"north carolina,craven"
-76.85655975341797,34.9332389831543,1881,north carolina,craven,"north carolina,craven"
-76.8279037475586,34.9332389831543,1881,north carolina,craven,"north carolina,craven"
-76.79926300048828,34.92750930786133,1881,north carolina,craven,"north carolina,craven"
-76.782073974609375,34.916046142578125,1881,north carolina,craven,"north carolina,craven"
-76.76488494873047,34.90459060668945,1881,north carolina,craven,"north carolina,craven"
-76.741973876953125,34.916046142578125,1881,north carolina,craven,"north carolina,craven"
-76.72477722167969,34.9332389831543,1881,north carolina,craven,"north carolina,craven"
-76.70758819580078,34.9504280090332,1881,north carolina,craven,"north carolina,craven"
-76.67893981933594,34.956153869628906,1881,north carolina,craven,"north carolina,craven"
-76.66748046875,34.956153869628906,1881,north carolina,craven,"north carolina,craven"
-76.66175842285156,34.9332389831543,1881,north carolina,craven,"north carolina,craven"
-76.66748046875,34.90459060668945,1881,north carolina,craven,"north carolina,craven"
-76.66175842285156,34.893131256103516,1881,north carolina,craven,"north carolina,craven"
-76.66175842285156,34.875938415527344,1881,north carolina,craven,"north carolina,craven"
-76.741973876953125,34.8415641784668,1881,north carolina,craven,"north carolina,craven"
-77.1086654663086,34.83583450317383,1881,north carolina,craven,"north carolina,craven"
-77.097198486328125,34.921775817871094,1881,north carolina,craven,"north carolina,craven"
-77.1086654663086,34.961883544921875,1881,north carolina,craven,"north carolina,craven"
-77.097198486328125,34.99053192138672,1881,north carolina,craven,"north carolina,craven"
-77.11439514160156,35.02490997314453,1881,north carolina,craven,"north carolina,craven"
-77.1086654663086,35.04209899902344,1881,north carolina,craven,"north carolina,craven"
-77.11439514160156,35.07647705078125,1881,north carolina,craven,"north carolina,craven"
-77.15450286865234,35.06501770019531,1881,north carolina,craven,"north carolina,craven"
-77.17741394042969,35.06501770019531,1881,north carolina,craven,"north carolina,craven"
-77.1946029663086,35.07647705078125,1881,north carolina,craven,"north carolina,craven"
-77.1946029663086,35.08793640136719,1881,north carolina,craven,"north carolina,craven"
-77.26908874511719,35.122310638427734,1881,north carolina,craven,"north carolina,craven"
-77.36076354980469,35.162418365478516,1881,north carolina,craven,"north carolina,craven"
-77.44670104980469,35.213985443115234,1881,north carolina,craven,"north carolina,craven"
-77.48108673095703,35.23690414428711,1881,north carolina,craven,"north carolina,craven"
-77.44097900390625,35.254093170166016,1881,north carolina,craven,"north carolina,craven"
-77.44097900390625,35.27701187133789,1881,north carolina,craven,"north carolina,craven"
-77.44097900390625,35.28847122192383,1881,north carolina,craven,"north carolina,craven"
-77.458160400390625,35.299930572509766,1881,north carolina,craven,"north carolina,craven"
-77.44097900390625,35.32284927368164,1881,north carolina,craven,"north carolina,craven"
-77.41805267333984,35.34003829956055,1881,north carolina,craven,"north carolina,craven"
-77.3951416015625,35.345767974853516,1881,north carolina,craven,"north carolina,craven"
-77.36076354980469,35.34003829956055,1881,north carolina,craven,"north carolina,craven"
-77.35503387451172,35.34003829956055,1881,north carolina,craven,"north carolina,craven"
-77.303466796875,35.38014602661133,1881,north carolina,craven,"north carolina,craven"
-77.29200744628906,35.38014602661133,1881,north carolina,craven,"north carolina,craven"
-77.26908874511719,35.35722732543945,1881,north carolina,craven,"north carolina,craven"
-77.24617004394531,35.36295700073242,1881,north carolina,craven,"north carolina,craven"
-77.24617004394531,35.38014602661133,1881,north carolina,craven,"north carolina,craven"
-77.24617004394531,35.3916015625,1881,north carolina,craven,"north carolina,craven"
-77.20033264160156,35.414520263671875,1881,north carolina,craven,"north carolina,craven"
-79.0910873413086,35.19106674194336,1882,north carolina,cumberland,"north carolina,cumberland"
-79.05098724365234,35.19679641723633,1882,north carolina,cumberland,"north carolina,cumberland"
-79.03379821777344,35.208255767822266,1882,north carolina,cumberland,"north carolina,cumberland"
-78.999420166015625,35.2197151184082,1882,north carolina,cumberland,"north carolina,cumberland"
-78.89055633544922,35.23117446899414,1882,north carolina,cumberland,"north carolina,cumberland"
-78.84471893310547,35.254093170166016,1882,north carolina,cumberland,"north carolina,cumberland"
-78.79315948486328,35.254093170166016,1882,north carolina,cumberland,"north carolina,cumberland"
-78.7358627319336,35.254093170166016,1882,north carolina,cumberland,"north carolina,cumberland"
-78.71294403076172,35.254093170166016,1882,north carolina,cumberland,"north carolina,cumberland"
-78.70721435546875,35.254093170166016,1882,north carolina,cumberland,"north carolina,cumberland"
-78.62126922607422,35.23117446899414,1882,north carolina,cumberland,"north carolina,cumberland"
-78.63272857666016,35.213985443115234,1882,north carolina,cumberland,"north carolina,cumberland"
-78.63272857666016,35.17961120605469,1882,north carolina,cumberland,"north carolina,cumberland"
-78.6441879272461,35.139503479003906,1882,north carolina,cumberland,"north carolina,cumberland"
-78.65564727783203,35.11085510253906,1882,north carolina,cumberland,"north carolina,cumberland"
-78.661376953125,35.08220291137695,1882,north carolina,cumberland,"north carolina,cumberland"
-78.661376953125,35.05928421020508,1882,north carolina,cumberland,"north carolina,cumberland"
-78.64991760253906,35.04209899902344,1882,north carolina,cumberland,"north carolina,cumberland"
-78.64991760253906,35.02490997314453,1882,north carolina,cumberland,"north carolina,cumberland"
-78.661376953125,34.99053192138672,1882,north carolina,cumberland,"north carolina,cumberland"
-78.64991760253906,34.961883544921875,1882,north carolina,cumberland,"north carolina,cumberland"
-78.62126922607422,34.956153869628906,1882,north carolina,cumberland,"north carolina,cumberland"
-78.592620849609375,34.94469451904297,1882,north carolina,cumberland,"north carolina,cumberland"
-78.5697021484375,34.921775817871094,1882,north carolina,cumberland,"north carolina,cumberland"
-78.52959442138672,34.88167190551758,1882,north carolina,cumberland,"north carolina,cumberland"
-78.4952163696289,34.847293853759766,1882,north carolina,cumberland,"north carolina,cumberland"
-78.77596282958984,34.847293853759766,1882,north carolina,cumberland,"north carolina,cumberland"
-78.816070556640625,34.847293853759766,1882,north carolina,cumberland,"north carolina,cumberland"
-78.89628601074219,34.83583450317383,1882,north carolina,cumberland,"north carolina,cumberland"
-78.94212341308594,34.90459060668945,1882,north carolina,cumberland,"north carolina,cumberland"
-78.999420166015625,34.94469451904297,1882,north carolina,cumberland,"north carolina,cumberland"
-79.03379821777344,34.956153869628906,1882,north carolina,cumberland,"north carolina,cumberland"
-79.05671691894531,34.99626541137695,1882,north carolina,cumberland,"north carolina,cumberland"
-79.0910873413086,35.06501770019531,1882,north carolina,cumberland,"north carolina,cumberland"
-79.10255432128906,35.08220291137695,1882,north carolina,cumberland,"north carolina,cumberland"
-79.0968246459961,35.10512161254883,1882,north carolina,cumberland,"north carolina,cumberland"
-79.10828399658203,35.11658477783203,1882,north carolina,cumberland,"north carolina,cumberland"
-79.114013671875,35.122310638427734,1882,north carolina,cumberland,"north carolina,cumberland"
-79.0910873413086,35.19106674194336,1882,north carolina,cumberland,"north carolina,cumberland"
-76.00285339355469,36.55470657348633,1883,north carolina,currituck,"north carolina,currituck"
-75.93982696533203,36.55470657348633,1883,north carolina,currituck,"north carolina,currituck"
-75.9283676147461,36.54897689819336,1883,north carolina,currituck,"north carolina,currituck"
-75.91690826416016,36.526058197021484,1883,north carolina,currituck,"north carolina,currituck"
-75.91117858886719,36.50886917114258,1883,north carolina,currituck,"north carolina,currituck"
-75.91117858886719,36.49168395996094,1883,north carolina,currituck,"north carolina,currituck"
-75.93982696533203,36.49168395996094,1883,north carolina,currituck,"north carolina,currituck"
-75.968475341796875,36.497413635253906,1883,north carolina,currituck,"north carolina,currituck"
-75.97420501708984,36.50313949584961,1883,north carolina,currituck,"north carolina,currituck"
-75.97420501708984,36.526058197021484,1883,north carolina,currituck,"north carolina,currituck"
-75.98566436767578,36.55470657348633,1883,north carolina,currituck,"north carolina,currituck"
-76.00285339355469,36.55470657348633,1883,north carolina,currituck,"north carolina,currituck"
-76.1117172241211,36.55470657348633,1884,north carolina,currituck,"north carolina,currituck"
-76.0486831665039,36.55470657348633,1884,north carolina,currituck,"north carolina,currituck"
-76.04296112060547,36.54324722290039,1884,north carolina,currituck,"north carolina,currituck"
-76.03150177001953,36.526058197021484,1884,north carolina,currituck,"north carolina,currituck"
-76.04296112060547,36.520328521728516,1884,north carolina,currituck,"north carolina,currituck"
-76.060150146484375,36.526058197021484,1884,north carolina,currituck,"north carolina,currituck"
-76.07733917236328,36.520328521728516,1884,north carolina,currituck,"north carolina,currituck"
-76.08306884765625,36.50886917114258,1884,north carolina,currituck,"north carolina,currituck"
-76.07733917236328,36.497413635253906,1884,north carolina,currituck,"north carolina,currituck"
-76.060150146484375,36.49168395996094,1884,north carolina,currituck,"north carolina,currituck"
-76.0486831665039,36.4859504699707,1884,north carolina,currituck,"north carolina,currituck"
-76.02577209472656,36.4859504699707,1884,north carolina,currituck,"north carolina,currituck"
-76.0200424194336,36.46303176879883,1884,north carolina,currituck,"north carolina,currituck"
-76.008575439453125,36.451576232910156,1884,north carolina,currituck,"north carolina,currituck"
-75.98566436767578,36.44584655761719,1884,north carolina,currituck,"north carolina,currituck"
-75.968475341796875,36.43438720703125,1884,north carolina,currituck,"north carolina,currituck"
-75.98566436767578,36.41719436645508,1884,north carolina,currituck,"north carolina,currituck"
-75.97993469238281,36.39427947998047,1884,north carolina,currituck,"north carolina,currituck"
-75.962738037109375,36.3885498046875,1884,north carolina,currituck,"north carolina,currituck"
-75.93982696533203,36.405738830566406,1884,north carolina,currituck,"north carolina,currituck"
-75.93409729003906,36.41719436645508,1884,north carolina,currituck,"north carolina,currituck"
-75.922637939453125,36.41719436645508,1884,north carolina,currituck,"north carolina,currituck"
-75.90544891357422,36.40000915527344,1884,north carolina,currituck,"north carolina,currituck"
-75.90544891357422,36.37709045410156,1884,north carolina,currituck,"north carolina,currituck"
-75.89398956298828,36.319793701171875,1884,north carolina,currituck,"north carolina,currituck"
-75.88253021240234,36.26823043823242,1884,north carolina,currituck,"north carolina,currituck"
-75.84815216064453,36.22239303588867,1884,north carolina,currituck,"north carolina,currituck"
-75.82523345947266,36.205204010009766,1884,north carolina,currituck,"north carolina,currituck"
-75.836700439453125,36.18801498413086,1884,north carolina,currituck,"north carolina,currituck"
-75.82523345947266,36.15363693237305,1884,north carolina,currituck,"north carolina,currituck"
-75.82523345947266,36.13071823120117,1884,north carolina,currituck,"north carolina,currituck"
-75.80804443359375,36.10780334472656,1884,north carolina,currituck,"north carolina,currituck"
-75.80231475830078,36.09634017944336,1884,north carolina,currituck,"north carolina,currituck"
-75.80804443359375,36.08488464355469,1884,north carolina,currituck,"north carolina,currituck"
-75.84242248535156,36.09634017944336,1884,north carolina,currituck,"north carolina,currituck"
-75.85961151123047,36.13071823120117,1884,north carolina,currituck,"north carolina,currituck"
-75.876800537109375,36.17082214355469,1884,north carolina,currituck,"north carolina,currituck"
-75.89398956298828,36.18801498413086,1884,north carolina,currituck,"north carolina,currituck"
-75.91117858886719,36.1994743347168,1884,north carolina,currituck,"north carolina,currituck"
-75.90544891357422,36.22812271118164,1884,north carolina,currituck,"north carolina,currituck"
-75.93982696533203,36.24531173706055,1884,north carolina,currituck,"north carolina,currituck"
-75.945556640625,36.28541564941406,1884,north carolina,currituck,"north carolina,currituck"
-75.962738037109375,36.2911491394043,1884,north carolina,currituck,"north carolina,currituck"
-75.98566436767578,36.2911491394043,1884,north carolina,currituck,"north carolina,currituck"
-76.03150177001953,36.319793701171875,1884,north carolina,currituck,"north carolina,currituck"
-76.060150146484375,36.34844207763672,1884,north carolina,currituck,"north carolina,currituck"
-76.34089660644531,36.54897689819336,1884,north carolina,currituck,"north carolina,currituck"
-76.1117172241211,36.55470657348633,1884,north carolina,currituck,"north carolina,currituck"
-75.89398956298828,36.55470657348633,1885,north carolina,currituck,"north carolina,currituck"
-75.85961151123047,36.55470657348633,1885,north carolina,currituck,"north carolina,currituck"
-75.84242248535156,36.50886917114258,1885,north carolina,currituck,"north carolina,currituck"
-75.82523345947266,36.451576232910156,1885,north carolina,currituck,"north carolina,currituck"
-75.81377410888672,36.3885498046875,1885,north carolina,currituck,"north carolina,currituck"
-75.7793960571289,36.2911491394043,1885,north carolina,currituck,"north carolina,currituck"
-75.745025634765625,36.205204010009766,1885,north carolina,currituck,"north carolina,currituck"
-75.72782897949219,36.15363693237305,1885,north carolina,currituck,"north carolina,currituck"
-75.70491790771484,36.119258880615234,1885,north carolina,currituck,"north carolina,currituck"
-75.68199157714844,36.06196594238281,1885,north carolina,currituck,"north carolina,currituck"
-75.653350830078125,36.02185821533203,1885,north carolina,currituck,"north carolina,currituck"
-75.59032440185547,35.94737243652344,1885,north carolina,currituck,"north carolina,currituck"
-75.57886505126953,35.907264709472656,1885,north carolina,currituck,"north carolina,currituck"
-75.5674057006836,35.87862014770508,1885,north carolina,currituck,"north carolina,currituck"
-75.55021667480469,35.84996795654297,1885,north carolina,currituck,"north carolina,currituck"
-75.53875732421875,35.821319580078125,1885,north carolina,currituck,"north carolina,currituck"
-75.53875732421875,35.80413055419922,1885,north carolina,currituck,"north carolina,currituck"
-75.55021667480469,35.79267501831055,1885,north carolina,currituck,"north carolina,currituck"
-75.561676025390625,35.798404693603516,1885,north carolina,currituck,"north carolina,currituck"
-75.57313537597656,35.80413055419922,1885,north carolina,currituck,"north carolina,currituck"
-75.59032440185547,35.84423828125,1885,north carolina,currituck,"north carolina,currituck"
-75.5960464477539,35.867156982421875,1885,north carolina,currituck,"north carolina,currituck"
-75.607513427734375,35.89007568359375,1885,north carolina,currituck,"north carolina,currituck"
-75.63615417480469,35.9359130859375,1885,north carolina,currituck,"north carolina,currituck"
-75.66481018066406,35.97029113769531,1885,north carolina,currituck,"north carolina,currituck"
-75.6877212524414,35.99320983886719,1885,north carolina,currituck,"north carolina,currituck"
-75.6877212524414,36.02185821533203,1885,north carolina,currituck,"north carolina,currituck"
-75.699188232421875,36.027584075927734,1885,north carolina,currituck,"north carolina,currituck"
-75.7507553100586,36.05050277709961,1885,north carolina,currituck,"north carolina,currituck"
-75.76793670654297,36.10780334472656,1885,north carolina,currituck,"north carolina,currituck"
-75.76793670654297,36.165096282958984,1885,north carolina,currituck,"north carolina,currituck"
-75.81950378417969,36.279685974121094,1885,north carolina,currituck,"north carolina,currituck"
-75.84242248535156,36.37709045410156,1885,north carolina,currituck,"north carolina,currituck"
-75.85961151123047,36.41719436645508,1885,north carolina,currituck,"north carolina,currituck"
-75.86534118652344,36.46303176879883,1885,north carolina,currituck,"north carolina,currituck"
-75.88253021240234,36.497413635253906,1885,north carolina,currituck,"north carolina,currituck"
-75.89398956298828,36.55470657348633,1885,north carolina,currituck,"north carolina,currituck"
-75.876800537109375,35.59786605834961,1886,north carolina,dare,"north carolina,dare"
-75.88825988769531,35.65516662597656,1886,north carolina,dare,"north carolina,dare"
-76.0200424194336,35.666622161865234,1886,north carolina,dare,"north carolina,dare"
-76.008575439453125,35.712459564208984,1886,north carolina,dare,"north carolina,dare"
-75.98566436767578,35.74110794067383,1886,north carolina,dare,"north carolina,dare"
-75.98566436767578,35.781211853027344,1886,north carolina,dare,"north carolina,dare"
-75.97420501708984,35.81559371948242,1886,north carolina,dare,"north carolina,dare"
-75.97993469238281,35.867156982421875,1886,north carolina,dare,"north carolina,dare"
-75.97420501708984,35.88434600830078,1886,north carolina,dare,"north carolina,dare"
-75.95701599121094,35.90153884887695,1886,north carolina,dare,"north carolina,dare"
-75.93409729003906,35.907264709472656,1886,north carolina,dare,"north carolina,dare"
-75.88253021240234,35.90153884887695,1886,north carolina,dare,"north carolina,dare"
-75.88825988769531,35.93018341064453,1886,north carolina,dare,"north carolina,dare"
-75.876800537109375,35.9359130859375,1886,north carolina,dare,"north carolina,dare"
-75.8538818359375,35.94164276123047,1886,north carolina,dare,"north carolina,dare"
-75.84815216064453,35.96455764770508,1886,north carolina,dare,"north carolina,dare"
-75.76793670654297,35.918724060058594,1886,north carolina,dare,"north carolina,dare"
-75.76220703125,35.88434600830078,1886,north carolina,dare,"north carolina,dare"
-75.73355865478516,35.83278274536133,1886,north carolina,dare,"north carolina,dare"
-75.71064758300781,35.821319580078125,1886,north carolina,dare,"north carolina,dare"
-75.70491790771484,35.80986404418945,1886,north carolina,dare,"north carolina,dare"
-75.71064758300781,35.77548599243164,1886,north carolina,dare,"north carolina,dare"
-75.72782897949219,35.74110794067383,1886,north carolina,dare,"north carolina,dare"
-75.71064758300781,35.70100021362305,1886,north carolina,dare,"north carolina,dare"
-75.71064758300781,35.69527053833008,1886,north carolina,dare,"north carolina,dare"
-75.745025634765625,35.70100021362305,1886,north carolina,dare,"north carolina,dare"
-75.75647735595703,35.70100021362305,1886,north carolina,dare,"north carolina,dare"
-75.76220703125,35.68381118774414,1886,north carolina,dare,"north carolina,dare"
-75.739288330078125,35.63797378540039,1886,north carolina,dare,"north carolina,dare"
-75.73355865478516,35.620784759521484,1886,north carolina,dare,"north carolina,dare"
-75.739288330078125,35.59786605834961,1886,north carolina,dare,"north carolina,dare"
-75.79659271240234,35.56922149658203,1886,north carolina,dare,"north carolina,dare"
-75.82523345947266,35.56349182128906,1886,north carolina,dare,"north carolina,dare"
-75.84242248535156,35.58641052246094,1886,north carolina,dare,"north carolina,dare"
-75.86534118652344,35.60932922363281,1886,north carolina,dare,"north carolina,dare"
-75.876800537109375,35.59786605834961,1886,north carolina,dare,"north carolina,dare"
-80.1797103881836,35.506195068359375,1887,north carolina,davidson,"north carolina,davidson"
-80.19690704345703,35.53483963012695,1887,north carolina,davidson,"north carolina,davidson"
-80.219818115234375,35.5806770324707,1887,north carolina,davidson,"north carolina,davidson"
-80.25419616699219,35.615055084228516,1887,north carolina,davidson,"north carolina,davidson"
-80.3057632446289,35.64943313598633,1887,north carolina,davidson,"north carolina,davidson"
-80.32868194580078,35.68954086303711,1887,north carolina,davidson,"north carolina,davidson"
-80.33441162109375,35.712459564208984,1887,north carolina,davidson,"north carolina,davidson"
-80.3802490234375,35.72391891479492,1887,north carolina,davidson,"north carolina,davidson"
-80.43754577636719,35.72964859008789,1887,north carolina,davidson,"north carolina,davidson"
-80.46046447753906,35.74110794067383,1887,north carolina,davidson,"north carolina,davidson"
-80.44327545166016,35.758296966552734,1887,north carolina,davidson,"north carolina,davidson"
-80.44327545166016,35.76975631713867,1887,north carolina,davidson,"north carolina,davidson"
-80.46046447753906,35.79267501831055,1887,north carolina,davidson,"north carolina,davidson"
-80.4489974975586,35.80413055419922,1887,north carolina,davidson,"north carolina,davidson"
-80.4489974975586,35.80986404418945,1887,north carolina,davidson,"north carolina,davidson"
-80.46619415283203,35.83278274536133,1887,north carolina,davidson,"north carolina,davidson"
-80.46046447753906,35.84996795654297,1887,north carolina,davidson,"north carolina,davidson"
-80.42608642578125,35.83278274536133,1887,north carolina,davidson,"north carolina,davidson"
-80.41462707519531,35.83278274536133,1887,north carolina,davidson,"north carolina,davidson"
-80.40889739990234,35.84996795654297,1887,north carolina,davidson,"north carolina,davidson"
-80.403167724609375,35.8557014465332,1887,north carolina,davidson,"north carolina,davidson"
-80.3802490234375,35.84423828125,1887,north carolina,davidson,"north carolina,davidson"
-80.37451934814453,35.84423828125,1887,north carolina,davidson,"north carolina,davidson"
-80.36878967285156,35.8557014465332,1887,north carolina,davidson,"north carolina,davidson"
-80.39170837402344,35.872886657714844,1887,north carolina,davidson,"north carolina,davidson"
-80.403167724609375,35.88434600830078,1887,north carolina,davidson,"north carolina,davidson"
-80.403167724609375,35.89007568359375,1887,north carolina,davidson,"north carolina,davidson"
-80.39170837402344,35.89007568359375,1887,north carolina,davidson,"north carolina,davidson"
-80.36878967285156,35.89007568359375,1887,north carolina,davidson,"north carolina,davidson"
-80.357330322265625,35.90153884887695,1887,north carolina,davidson,"north carolina,davidson"
-80.3630599975586,35.93018341064453,1887,north carolina,davidson,"north carolina,davidson"
-80.36878967285156,35.94737243652344,1887,north carolina,davidson,"north carolina,davidson"
-80.39170837402344,35.96455764770508,1887,north carolina,davidson,"north carolina,davidson"
-80.32868194580078,35.98747634887695,1887,north carolina,davidson,"north carolina,davidson"
-80.2140884399414,35.98747634887695,1887,north carolina,davidson,"north carolina,davidson"
-80.20835876464844,36.02185821533203,1887,north carolina,davidson,"north carolina,davidson"
-80.15106964111328,36.02185821533203,1887,north carolina,davidson,"north carolina,davidson"
-80.14533996582031,36.03904724121094,1887,north carolina,davidson,"north carolina,davidson"
-80.04793548583984,36.03904724121094,1887,north carolina,davidson,"north carolina,davidson"
-80.04793548583984,35.912994384765625,1887,north carolina,davidson,"north carolina,davidson"
-80.05939483642578,35.51192092895508,1887,north carolina,davidson,"north carolina,davidson"
-80.1797103881836,35.506195068359375,1887,north carolina,davidson,"north carolina,davidson"
-80.70683288574219,35.861427307128906,1888,north carolina,davie,"north carolina,davie"
-80.68965148925781,36.05050277709961,1888,north carolina,davie,"north carolina,davie"
-80.47765350341797,36.05050277709961,1888,north carolina,davie,"north carolina,davie"
-80.46619415283203,36.06196594238281,1888,north carolina,davie,"north carolina,davie"
-80.4489974975586,36.073421478271484,1888,north carolina,davie,"north carolina,davie"
-80.44327545166016,36.044776916503906,1888,north carolina,davie,"north carolina,davie"
-80.43181610107422,36.027584075927734,1888,north carolina,davie,"north carolina,davie"
-80.40889739990234,36.01612854003906,1888,north carolina,davie,"north carolina,davie"
-80.41462707519531,35.98747634887695,1888,north carolina,davie,"north carolina,davie"
-80.40889739990234,35.97602081298828,1888,north carolina,davie,"north carolina,davie"
-80.39170837402344,35.96455764770508,1888,north carolina,davie,"north carolina,davie"
-80.36878967285156,35.94737243652344,1888,north carolina,davie,"north carolina,davie"
-80.3630599975586,35.93018341064453,1888,north carolina,davie,"north carolina,davie"
-80.357330322265625,35.90153884887695,1888,north carolina,davie,"north carolina,davie"
-80.36878967285156,35.89007568359375,1888,north carolina,davie,"north carolina,davie"
-80.39170837402344,35.89007568359375,1888,north carolina,davie,"north carolina,davie"
-80.403167724609375,35.89007568359375,1888,north carolina,davie,"north carolina,davie"
-80.403167724609375,35.88434600830078,1888,north carolina,davie,"north carolina,davie"
-80.39170837402344,35.872886657714844,1888,north carolina,davie,"north carolina,davie"
